customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
C3942,Female,1,No,No,20,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),84.13,1599.26
C3943,Male,0,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),54.08,1485.86
C3944,Male,1,No,Yes,54,Yes,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),67.07,3573.1
C3945,Female,0,Yes,No,2,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,31.56,59.83
C3946,Male,1,No,No,25,Yes,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.16,2206.28
C3947,Male,0,No,No,65,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,20.41,1297.98
C3948,Male,0,Yes,No,57,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),107.79,5934.37
C3949,Male,0,No,No,22,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,56.45,1216.59
C3950,Female,0,No,No,40,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),57.55,2371.1
C3951,Male,0,Yes,Yes,21,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),47.65,1093.36
C3952,Female,0,Yes,No,19,Yes,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,30.89,607.41
C3953,Female,0,No,No,3,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),33.03,90.92
C3954,Male,0,No,No,39,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,87.76,3508.92
C3955,Male,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),44.98,1475.76
C3956,Male,0,No,No,26,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),112.09,2880.27
C3957,Female,1,Yes,No,14,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),85.98,1304.74
C3958,Male,0,Yes,No,61,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,110.8,6547.94
C3959,Female,1,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,94.34,2281.25
C3960,Male,0,No,No,25,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,30.27,706.88
C3961,Female,0,Yes,No,4,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),114.94,491.77
C3962,Male,0,Yes,No,14,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),48.76,683.96
C3963,Male,0,Yes,Yes,51,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),94.6,5191.04
C3964,Male,1,No,No,35,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,97.92,3212.52
C3965,Male,1,No,No,49,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,56.65,2983.3
C3966,Female,0,No,Yes,16,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),87.59,1290.27
C3967,Female,0,Yes,No,67,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,107.95,7448.63
C3968,Female,0,Yes,Yes,25,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),96.51,2184.98
C3969,Male,0,Yes,No,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),68.86,3633.47
C3970,Female,0,No,No,54,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),50.87,2474.03
C3971,Male,0,Yes,No,70,Yes,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),46.36,3389.41
C3972,Female,0,No,No,67,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,68.37,4474.3
C3973,Male,0,No,No,26,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),72.07,1888.38
C3974,Female,1,No,No,14,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),96.4,1454.93
C3975,Female,0,Yes,No,24,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),54.82,1375.49
C3976,Male,0,No,No,66,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,111.05,6665.71
C3977,Female,0,No,Yes,32,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,38.57,1258.13
C3978,Female,1,Yes,No,55,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,107.8,5913.47
C3979,Female,0,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),108.41,6064.36
C3980,Male,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),44.2,651.27
C3981,Male,0,No,No,27,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),61.43,1770.98
C3982,Female,0,No,No,37,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,72.68,2912.97
C3983,Female,0,No,No,47,Yes,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,116.45,4961.78
C3984,Female,0,Yes,No,31,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.75,2554.84
C3985,Female,1,No,No,43,Yes,No phone service,Fiber optic,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),110.89,4558.84
C3986,Female,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),39.29,1403.41
C3987,Female,0,No,No,43,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.28,4549.19
C3988,Female,0,No,Yes,10,Yes,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),32.67,298.72
C3989,Male,0,No,Yes,63,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,92.19,6043.99
C3990,Female,1,No,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,97.59,6263.11
C3991,Female,0,Yes,Yes,15,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),37.87,617.52
C3992,Male,0,No,No,2,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,20.58,44.06
C3993,Female,0,Yes,No,68,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,35.55,2651.3
C3994,Male,0,No,Yes,30,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,26.47,781.18
C3995,Male,0,Yes,No,59,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),45.29,2922.44
C3996,Female,0,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),51.66,2697.48
C3997,Male,0,No,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),73.11,4714.8
C3998,Female,0,Yes,Yes,24,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),73.77,1735.67
C3999,Male,1,Yes,No,3,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Electronic check,71.73,202.1
C4000,Female,0,Yes,No,48,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,107.46,4796.91
C4001,Male,0,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),72.47,2231.56
C4002,Male,1,Yes,No,33,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,117.04,4099.23
C4003,Female,1,Yes,No,53,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),95.7,5420.38
C4004,Female,0,No,No,41,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),54.09,2036.0
C4005,Male,0,Yes,No,6,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,39.97,255.76
C4006,Female,1,Yes,Yes,22,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),92.0,2205.0
C4007,Female,0,No,No,49,Yes,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,76.85,3424.33
C4008,Female,0,Yes,Yes,65,Yes,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,61.21,3657.99
C4009,Female,0,No,Yes,27,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),111.87,3069.73
C4010,Female,0,No,No,14,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,110.77,1618.14
C4011,Female,0,No,No,37,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),69.04,2787.63
C4012,Female,0,No,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),46.04,188.96
C4013,Female,1,Yes,No,58,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,51.0,2849.18
C4014,Male,1,Yes,No,25,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,72.5,1992.01
C4015,Female,0,Yes,Yes,5,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),55.32,282.55
C4016,Female,0,No,No,36,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,67.62,2664.03
C4017,Male,0,Yes,No,34,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),37.93,1338.53
C4018,Female,0,No,No,45,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,65.9,2933.66
C4019,Male,1,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),94.16,4206.81
C4020,Male,0,No,Yes,6,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,88.41,566.38
C4021,Male,0,No,No,19,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,87.35,1593.49
C4022,Female,1,No,No,56,Yes,No phone service,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,105.12,6460.47
C4023,Male,0,Yes,No,26,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),96.04,2306.93
C4024,Male,0,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,68.52,4728.47
C4025,Male,0,No,Yes,64,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,116.93,7767.75
C4026,Male,1,No,Yes,56,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.82,6148.35
C4027,Female,1,No,Yes,62,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,118.76,6977.74
C4028,Male,0,No,No,29,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),86.15,2503.49
C4029,Female,0,Yes,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,109.04,117.77
C4030,Female,0,Yes,No,14,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,101.07,1324.46
C4031,Male,0,Yes,No,4,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),65.7,284.63
C4032,Female,0,No,No,18,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),62.77,1026.54
C4033,Male,0,Yes,No,61,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,97.36,6284.36
C4034,Male,0,Yes,No,31,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,71.67,2148.13
C4035,Female,0,Yes,No,50,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,58.52,2747.21
C4036,Male,0,Yes,No,60,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),34.33,1938.09
C4037,Male,0,No,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),47.73,1749.76
C4038,Female,0,No,No,31,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,95.9,3144.41
C4039,Male,0,No,No,37,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),110.27,4057.46
C4040,Male,0,Yes,No,38,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Electronic check,91.74,3823.02
C4041,Male,0,No,No,23,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),102.96,2557.33
C4042,Female,0,Yes,No,62,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),47.51,3171.84
C4043,Male,0,Yes,No,35,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),35.48,1315.0
C4044,Male,0,No,No,44,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),100.9,4763.32
C4045,Male,0,No,Yes,23,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,69.77,1507.45
C4046,Female,0,No,No,2,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,46.99,97.31
C4047,Female,1,No,No,51,Yes,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,110.43,5610.52
C4048,Male,0,No,No,69,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,103.09,7762.36
C4049,Male,1,No,Yes,34,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),50.05,1713.64
C4050,Female,0,Yes,No,37,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.1,2430.66
C4051,Female,0,Yes,No,49,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,21.55,1042.45
C4052,Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),106.18,953.5
C4053,Male,0,No,Yes,38,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Mailed check,25.43,957.12
C4054,Male,0,No,Yes,58,Yes,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,71.74,4285.89
C4055,Female,0,Yes,No,68,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,22.12,1449.49
C4056,Male,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.83,122.21
C4057,Male,0,No,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,37.94,528.26
C4058,Male,0,No,No,65,Yes,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,34.37,2035.1
C4059,Female,1,Yes,No,43,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,97.68,4380.58
C4060,Female,0,No,No,41,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,63.41,2393.47
C4061,Male,1,Yes,No,8,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,91.9,669.25
C4062,Male,0,Yes,No,33,No,No phone service,DSL,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,46.04,1611.41
C4063,Male,0,Yes,No,45,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),79.51,
C4064,Male,0,No,Yes,57,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),116.12,6940.72
C4065,Female,0,Yes,No,58,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),26.17,1594.75
C4066,Female,1,Yes,No,2,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),84.55,172.94
C4067,Female,0,Yes,Yes,22,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),80.7,1750.71
C4068,Male,0,No,Yes,69,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,88.1,5549.56
C4069,Female,0,Yes,Yes,51,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,89.8,4321.68
C4070,Female,0,No,No,52,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,71.35,3707.78
C4071,Male,0,Yes,No,18,Yes,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,78.35,1363.1
C4072,Male,0,No,No,54,Yes,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,53.29,2775.59
C4073,Female,0,Yes,No,24,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,67.97,1602.64
C4074,Female,0,No,Yes,50,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),103.69,5607.36
C4075,Male,1,Yes,No,67,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),42.59,3121.23
C4076,Male,0,Yes,Yes,50,Yes,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,32.57,1499.63
C4077,Female,0,Yes,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),114.03,6512.17
C4078,Male,0,No,Yes,10,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,69.91,693.08
C4079,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,117.49,118.49
C4080,Female,0,No,No,36,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,91.63,3132.65
C4081,Male,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,52.19,2033.38
C4082,Female,1,Yes,Yes,12,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Mailed check,44.96,533.05
C4083,Female,0,Yes,Yes,53,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),102.78,5761.87
C4084,Male,0,Yes,No,19,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,49.74,1013.61
C4085,Female,0,No,No,41,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),71.94,3206.77
C4086,Male,0,No,Yes,25,Yes,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,66.39,1570.38
C4087,Male,0,No,No,17,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),34.19,523.17
C4088,Female,0,Yes,No,47,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),42.03,1911.15
C4089,Female,1,Yes,No,24,Yes,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),31.34,
C4090,Male,1,No,No,10,Yes,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),54.83,582.98
C4091,Male,0,Yes,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),119.29,7528.72
C4092,Female,0,Yes,No,43,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),42.15,1796.19
C4093,Female,0,Yes,No,53,Yes,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,109.57,6011.97
C4094,Male,0,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,94.96,6610.68
C4095,Female,1,Yes,No,30,Yes,No phone service,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,60.47,1797.74
C4096,Female,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,88.12,5171.78
C4097,Female,0,No,No,26,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,51.79,1456.93
C4098,Female,1,No,No,50,Yes,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,73.7,3649.66
C4099,Male,0,No,Yes,21,Yes,No phone service,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,116.87,2449.94
C4100,Female,0,No,Yes,69,Yes,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,41.8,2834.79
C4101,Male,0,No,No,39,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,61.03,2386.02
C4102,Female,0,Yes,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),76.66,1603.5
C4103,Male,1,No,No,71,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),111.63,7770.12
C4104,Male,0,No,No,49,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,57.71,2563.8
C4105,Female,1,No,No,35,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,45.42,1472.04
C4106,Male,0,No,No,40,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),68.5,2531.06
C4107,Male,0,No,No,24,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,91.23,2393.11
C4108,Male,0,Yes,Yes,22,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Electronic check,93.31,2040.89
C4109,Male,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,38.38,741.79
C4110,Female,0,No,No,10,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,116.08,1174.23
C4111,Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,29.8,429.65
C4112,Male,0,No,No,56,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.98,5836.47
C4113,Male,0,Yes,Yes,34,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,48.4,1728.62
C4114,Male,0,Yes,Yes,13,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,83.38,1048.55
C4115,Male,0,Yes,Yes,14,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,102.82,1376.84
C4116,Female,1,Yes,No,70,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,85.61,5608.67
C4117,Male,0,No,Yes,39,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,114.77,4716.08
C4118,Male,0,No,Yes,48,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),107.52,5371.75
C4119,Male,0,Yes,Yes,35,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,28.33,1083.42
C4120,Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,88.9,89.66
C4121,Female,0,No,Yes,50,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),105.85,5666.75
C4122,Male,0,No,No,28,Yes,No phone service,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),87.95,2287.31
C4123,Male,0,Yes,Yes,54,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),35.53,1955.72
C4124,Male,0,Yes,Yes,32,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),107.17,3634.56
C4125,Female,0,Yes,No,53,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),81.29,4640.11
C4126,Male,0,Yes,No,29,Yes,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,32.49,1022.04
C4127,Male,0,No,No,16,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),37.61,588.87
